Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
202400869,Internet service experiencing daily outages between 2-4 PM for past 3 months with no resolution from technical support,25-10-24,25-Oct-24,5:00:55 PM,Internet,Atlanta,Georgia,17357,Pending,No
202400870,Customer service outsourced representative unable to access account and terminated call after 30 minutes without resolution,16-01-24,16-Jan-24,7:36:10 PM,Internet,Sacramento,California,37036,Solved,No
202400871,Promotional rate of $49.99 increased to $94.99 after 12 months despite being told rate locked for 24 months,15-05-24,15-May-24,12:10:19 AM,Internet,Detroit,Michigan,90030,Pending,No
202400872,Data usage showing 2.5TB monthly but household only streams 2-3 hours daily and no gaming or large downloads,5/1/2024,5-Jan-24,3:01:31 AM,Internet,Detroit,Michigan,83244,Pending,Yes
202400873,Loyal customer for 22 years but retention department refuses to provide competitive rate offered to new customers,4/7/2024,4-Jul-24,8:12:31 AM,Internet,Boulder,Colorado,68323,Closed,No
202400874,AI chatbot unable to resolve billing issue after 45 minutes and cannot transfer to human customer service representative,18-02-24,18-Feb-24,1:39:30 PM,Internet,Allentown,Pennsylvania,95991,Solved,Yes
202400875,Attempted to cancel service online but system requires in-person visit to Xfinity store located 40 miles away,24-06-24,24-Jun-24,2:27:46 AM,Internet,Rochester,Minnesota,72809,Closed,No
202400876,Retention specialist offered discount but then called back to say offer was mistake and will not honor agreement,15-06-24,15-Jun-24,5:54:46 AM,Internet,Aurora,Illinois,80368,Open,No
202400877,Loyal customer for 22 years but retention department refuses to provide competitive rate offered to new customers,15-09-24,15-Sep-24,1:41:39 PM,Internet,Grand Rapids,Michigan,98603,Open,Yes
202400878,Customer service representative disconnected call 3 times when asking about promotional rate that expired without notice,18-03-24,18-Mar-24,2:56:22 AM,Internet,Augusta,Georgia,97937,Pending,No
202400879,Data usage showing 2.5TB monthly but household only streams 2-3 hours daily and no gaming or large downloads,8/9/2024,8-Sep-24,7:50:19 PM,Internet,Aurora,Illinois,47370,Solved,No
202400880,Customer service outsourced representative unable to access account and terminated call after 30 minutes without resolution,16-05-24,16-May-24,8:08:01 AM,Internet,Naperville,Illinois,87732,Closed,No
202400881,Technician appointment scheduled between 8AM-12PM but no show and received text at 1PM saying rescheduled for next week,9/12/2024,9-Dec-24,2:49:16 AM,Internet,Austin,Texas,46378,Pending,No
202400882,Customer service representative disconnected call 3 times when asking about promotional rate that expired without notice,6/2/2024,6-Feb-24,8:44:42 PM,Internet,Pittsburgh,Pennsylvania,43998,Open,No
202400883,Streaming quality poor on Netflix and YouTube during evenings suggesting possible throttling or bandwidth management,12/9/2024,12-Sep-24,2:33:06 AM,Internet,San Diego,California,31651,Solved,No
202400884,Loyal customer for 22 years but retention department refuses to provide competitive rate offered to new customers,17-11-24,17-Nov-24,3:46:31 AM,Internet,Minneapolis,Minnesota,38802,Pending,Yes
202400885,AI chatbot unable to resolve billing issue after 45 minutes and cannot transfer to human customer service representative,24-09-24,24-Sep-24,12:52:21 PM,Internet,Colorado Springs,Colorado,82501,Pending,No
202400886,Charged $100 installation fee despite online advertisement showing free professional installation for new customers,28-11-24,28-Nov-24,10:03:33 AM,Internet,Savannah,Georgia,35248,Pending,No
202400887,Streaming quality poor on Netflix and YouTube during evenings suggesting possible throttling or bandwidth management,24-01-24,24-Jan-24,4:19:58 AM,Internet,Philadelphia,Pennsylvania,88308,Closed,No
202400888,Charged $100 installation fee despite online advertisement showing free professional installation for new customers,13-06-24,13-Jun-24,11:17:07 AM,Internet,San Francisco,California,88773,Closed,No
202400889,Charged $100 installation fee despite online advertisement showing free professional installation for new customers,23-09-24,23-Sep-24,1:09:18 PM,Internet,Austin,Texas,88403,Solved,No
202400890,Data usage showing 2.5TB monthly but household only streams 2-3 hours daily and no gaming or large downloads,12/8/2024,12-Aug-24,12:13:20 PM,Internet,San Diego,California,64724,Open,No
202400891,AI chatbot unable to resolve billing issue after 45 minutes and cannot transfer to human customer service representative,15-08-24,15-Aug-24,7:41:44 PM,Internet,Colorado Springs,Colorado,57420,Pending,No
202400892,Promotional rate of $49.99 increased to $94.99 after 12 months despite being told rate locked for 24 months,22-03-24,22-Mar-24,6:26:52 AM,Internet,Chicago,Illinois,18873,Closed,No
202400893,Equipment rental fee of $15 per month still being charged 3 months after returning modem to Xfinity store with receipt,1/12/2024,1-Dec-24,12:21:48 PM,Internet,Spokane,Washington,38088,Closed,No
202400894,Customer service representative disconnected call 3 times when asking about promotional rate that expired without notice,15-10-24,15-Oct-24,12:07:39 PM,Internet,Denver,Colorado,94685,Pending,No
202400895,Equipment rental fee of $15 per month still being charged 3 months after returning modem to Xfinity store with receipt,6/1/2024,6-Jan-24,10:59:56 PM,Internet,Seattle,Washington,63567,Solved,No
202400896,Charged $100 installation fee despite online advertisement showing free professional installation for new customers,1/6/2024,1-Jun-24,6:49:40 AM,Internet,Sacramento,California,37699,Solved,No
202400897,Fiber internet not available at address despite being available at properties 2 blocks away in same neighborhood,28-06-24,28-Jun-24,1:44:45 AM,Internet,Houston,Texas,26152,Open,No
202400898,Automatic payment withdrawn twice in same month resulting in overdraft fees but Comcast refuses to reimburse bank charges,11/10/2024,11-Oct-24,5:01:09 AM,Internet,Jacksonville,Florida,83824,Pending,No
202400899,Upgraded to WiFi 6 router but experiencing worse performance than previous router with frequent device disconnections,17-08-24,17-Aug-24,3:01:37 AM,Internet,Atlanta,Georgia,38702,Solved,No
202400900,Streaming quality poor on Netflix and YouTube during evenings suggesting possible throttling or bandwidth management,26-01-24,26-Jan-24,7:24:47 AM,Internet,Fort Worth,Texas,12296,Closed,Yes
202400901,Bally Sports regional channel removed from package without notification affecting ability to watch local team games,10/11/2024,10-Nov-24,6:24:34 AM,Internet,San Francisco,California,96451,Closed,No
202400902,Automatic payment withdrawn twice in same month resulting in overdraft fees but Comcast refuses to reimburse bank charges,28-05-24,28-May-24,12:43:59 PM,Internet,Tacoma,Washington,15964,Closed,No
202400903,Retention specialist offered discount but then called back to say offer was mistake and will not honor agreement,4/2/2024,4-Feb-24,1:28:45 PM,Customer Care Call,San Diego,California,40093,Open,No
202400904,Fiber internet not available at address despite being available at properties 2 blocks away in same neighborhood,23-06-24,23-Jun-24,10:23:27 AM,Internet,Atlanta,Georgia,47673,Solved,No
202400905,Charged $100 installation fee despite online advertisement showing free professional installation for new customers,15-02-24,15-Feb-24,8:17:23 PM,Customer Care Call,Dallas,Texas,20255,Pending,No
202400906,Customer service representative disconnected call 3 times when asking about promotional rate that expired without notice,21-09-24,21-Sep-24,4:29:16 PM,Internet,St Paul,Minnesota,54417,Solved,Yes
202400907,Streaming quality poor on Netflix and YouTube during evenings suggesting possible throttling or bandwidth management,13-01-24,13-Jan-24,10:10:03 AM,Internet,Grand Rapids,Michigan,20009,Solved,No
202400908,Customer service representative disconnected call 3 times when asking about promotional rate that expired without notice,4/10/2024,4-Oct-24,11:41:56 PM,Internet,Dallas,Texas,23528,Solved,No
202400909,Reached maximum credit limit of $50 for outages despite experiencing 15+ service interruptions in past 2 months,15-01-24,15-Jan-24,7:14:44 PM,Internet,Aurora,Illinois,21997,Solved,No
202400910,Monthly bill increased from $79.99 to $119.99 without any notification or explanation provided by company,1/9/2024,1-Sep-24,10:24:49 AM,Internet,Dallas,Texas,52107,Open,No
202400911,Xfinity mobile app not allowing bill payment for past week and phone support has 90 minute hold time,4/4/2024,4-Apr-24,6:35:15 PM,Internet,Los Angeles,California,91310,Pending,No
202400912,Fiber internet not available at address despite being available at properties 2 blocks away in same neighborhood,12/1/2024,12-Jan-24,1:04:13 PM,Customer Care Call,Orlando,Florida,43068,Pending,No
202400913,Internet service experiencing daily outages between 2-4 PM for past 3 months with no resolution from technical support,25-06-24,25-Jun-24,2:37:03 AM,Internet,Dallas,Texas,30620,Solved,No
202400914,Monthly bill increased from $79.99 to $119.99 without any notification or explanation provided by company,24-11-24,24-Nov-24,1:35:21 AM,Internet,Augusta,Georgia,24675,Closed,No
202400915,Fiber internet not available at address despite being available at properties 2 blocks away in same neighborhood,23-05-24,23-May-24,8:08:16 AM,Internet,Boulder,Colorado,42228,Pending,Yes
202400916,Streaming quality poor on Netflix and YouTube during evenings suggesting possible throttling or bandwidth management,24-02-24,24-Feb-24,4:23:49 AM,Internet,Dallas,Texas,70800,Solved,No
202400917,Automatic payment withdrawn twice in same month resulting in overdraft fees but Comcast refuses to reimburse bank charges,19-09-24,19-Sep-24,3:58:39 PM,Internet,Savannah,Georgia,43325,Solved,Yes
202400918,Customer service outsourced representative unable to access account and terminated call after 30 minutes without resolution,8/10/2024,8-Oct-24,5:20:07 PM,Internet,Naperville,Illinois,82987,Open,No
202400919,Internet service experiencing daily outages between 2-4 PM for past 3 months with no resolution from technical support,5/2/2024,5-Feb-24,7:50:54 PM,Internet,St Paul,Minnesota,42179,Solved,Yes
202400920,Upgraded to WiFi 6 router but experiencing worse performance than previous router with frequent device disconnections,5/5/2024,5-May-24,1:15:17 AM,Internet,Augusta,Georgia,45718,Pending,No
202400921,Streaming quality poor on Netflix and YouTube during evenings suggesting possible throttling or bandwidth management,6/8/2024,6-Aug-24,3:29:17 PM,Internet,Naperville,Illinois,48332,Solved,No
202400922,Customer service representative disconnected call 3 times when asking about promotional rate that expired without notice,16-08-24,16-Aug-24,4:35:21 AM,Customer Care Call,Jacksonville,Florida,96320,Solved,No
202400923,Xfinity mobile app not allowing bill payment for past week and phone support has 90 minute hold time,22-04-24,22-Apr-24,7:38:03 AM,Internet,Atlanta,Georgia,14652,Open,No
202400924,Internet service experiencing daily outages between 2-4 PM for past 3 months with no resolution from technical support,13-01-24,13-Jan-24,6:55:04 PM,Internet,Spokane,Washington,43122,Open,No
202400925,Streaming quality poor on Netflix and YouTube during evenings suggesting possible throttling or bandwidth management,8/11/2024,8-Nov-24,5:47:36 AM,Internet,Minneapolis,Minnesota,70648,Solved,No
202400926,Monthly bill increased from $79.99 to $119.99 without any notification or explanation provided by company,16-09-24,16-Sep-24,12:04:38 AM,Internet,Naperville,Illinois,98097,Closed,No
202400927,Upgraded to WiFi 6 router but experiencing worse performance than previous router with frequent device disconnections,6/5/2024,6-May-24,12:03:50 AM,Internet,Philadelphia,Pennsylvania,13904,Open,No
202400928,Automatic payment withdrawn twice in same month resulting in overdraft fees but Comcast refuses to reimburse bank charges,3/4/2024,3-Apr-24,6:52:22 AM,Internet,Sacramento,California,35046,Pending,No
202400929,Attempted to cancel service online but system requires in-person visit to Xfinity store located 40 miles away,15-02-24,15-Feb-24,6:52:56 PM,Customer Care Call,Pittsburgh,Pennsylvania,36672,Open,No
202400930,Internet service experiencing daily outages between 2-4 PM for past 3 months with no resolution from technical support,13-07-24,13-Jul-24,7:56:59 PM,Internet,Los Angeles,California,79012,Open,No
202400931,Technician appointment scheduled between 8AM-12PM but no show and received text at 1PM saying rescheduled for next week,2/8/2024,2-Aug-24,10:06:40 AM,Customer Care Call,Aurora,Illinois,29112,Solved,No
202400932,Data usage showing 2.5TB monthly but household only streams 2-3 hours daily and no gaming or large downloads,19-12-24,19-Dec-24,7:59:33 AM,Internet,Philadelphia,Pennsylvania,88019,Pending,No
202400933,Charged $100 installation fee despite online advertisement showing free professional installation for new customers,13-01-24,13-Jan-24,10:10:10 AM,Internet,Minneapolis,Minnesota,92120,Solved,No
202400934,Promotional rate of $49.99 increased to $94.99 after 12 months despite being told rate locked for 24 months,21-11-24,21-Nov-24,2:37:36 AM,Internet,Pittsburgh,Pennsylvania,87359,Solved,Yes
202400935,Retention specialist offered discount but then called back to say offer was mistake and will not honor agreement,19-09-24,19-Sep-24,11:49:16 AM,Internet,Naperville,Illinois,18982,Solved,No
202400936,Upgraded to WiFi 6 router but experiencing worse performance than previous router with frequent device disconnections,17-12-24,17-Dec-24,7:38:14 PM,Internet,Sacramento,California,35317,Solved,No
202400937,Automatic payment withdrawn twice in same month resulting in overdraft fees but Comcast refuses to reimburse bank charges,10/7/2024,10-Jul-24,11:10:52 AM,Internet,Philadelphia,Pennsylvania,88607,Closed,No
202400938,Customer service representative disconnected call 3 times when asking about promotional rate that expired without notice,4/9/2024,4-Sep-24,8:49:13 PM,Internet,Seattle,Washington,25787,Solved,No
202400939,Automatic payment withdrawn twice in same month resulting in overdraft fees but Comcast refuses to reimburse bank charges,15-10-24,15-Oct-24,8:18:31 AM,Internet,Grand Rapids,Michigan,65568,Closed,No
202400940,Fiber internet not available at address despite being available at properties 2 blocks away in same neighborhood,19-01-24,19-Jan-24,12:26:20 PM,Internet,Savannah,Georgia,97144,Closed,No
202400941,Automatic payment withdrawn twice in same month resulting in overdraft fees but Comcast refuses to reimburse bank charges,17-08-24,17-Aug-24,11:28:04 PM,Internet,Augusta,Georgia,19379,Pending,No
202400942,Streaming quality poor on Netflix and YouTube during evenings suggesting possible throttling or bandwidth management,23-01-24,23-Jan-24,8:31:53 AM,Customer Care Call,Austin,Texas,61709,Open,No
202400943,Streaming quality poor on Netflix and YouTube during evenings suggesting possible throttling or bandwidth management,8/4/2024,8-Apr-24,11:24:50 AM,Internet,San Diego,California,18611,Solved,No
202400944,Paying for 800 Mbps internet speed but speed tests consistently show only 200-300 Mbps during peak evening hours,12/9/2024,12-Sep-24,10:34:26 AM,Internet,Chicago,Illinois,31263,Closed,No
202400945,Internet speeds reduced from 600 Mbps to 200 Mbps after promotional period ended despite paying same monthly rate,18-05-24,18-May-24,2:41:41 AM,Internet,Pittsburgh,Pennsylvania,83489,Solved,No
202400946,Technician appointment scheduled between 8AM-12PM but no show and received text at 1PM saying rescheduled for next week,14-02-24,14-Feb-24,11:35:06 PM,Internet,Chicago,Illinois,64168,Closed,No
202400947,Fiber internet not available at address despite being available at properties 2 blocks away in same neighborhood,3/10/2024,3-Oct-24,7:44:03 PM,Internet,Dallas,Texas,18659,Pending,No
202400948,Attempted to cancel service online but system requires in-person visit to Xfinity store located 40 miles away,10/9/2024,10-Sep-24,3:09:07 AM,Customer Care Call,Denver,Colorado,18676,Solved,No
202400949,Technician appointment scheduled between 8AM-12PM but no show and received text at 1PM saying rescheduled for next week,1/11/2024,1-Nov-24,2:40:53 PM,Internet,Sacramento,California,64902,Open,No
202400950,AI chatbot unable to resolve billing issue after 45 minutes and cannot transfer to human customer service representative,10/10/2024,10-Oct-24,10:09:20 PM,Internet,Tampa,Florida,66548,Solved,No
202400951,Paying for 800 Mbps internet speed but speed tests consistently show only 200-300 Mbps during peak evening hours,18-08-24,18-Aug-24,8:46:13 AM,Internet,Naperville,Illinois,77925,Closed,No
202400952,Enrolled in 2 year contract without consent during routine service call and now facing $200 early termination fee,13-02-24,13-Feb-24,9:27:46 PM,Internet,Dallas,Texas,15492,Open,No
202400953,Customer service outsourced representative unable to access account and terminated call after 30 minutes without resolution,1/2/2024,1-Feb-24,3:13:13 AM,Internet,Orlando,Florida,35789,Pending,No
202400954,Attempted to cancel service online but system requires in-person visit to Xfinity store located 40 miles away,28-08-24,28-Aug-24,6:44:05 PM,Internet,Houston,Texas,21108,Solved,No
202400955,Loyal customer for 22 years but retention department refuses to provide competitive rate offered to new customers,23-05-24,23-May-24,1:12:42 PM,Internet,Philadelphia,Pennsylvania,85835,Pending,No
202400956,Xfinity mobile app not allowing bill payment for past week and phone support has 90 minute hold time,25-09-24,25-Sep-24,2:34:12 PM,Customer Care Call,Philadelphia,Pennsylvania,84804,Solved,No
202400957,Enrolled in 2 year contract without consent during routine service call and now facing $200 early termination fee,14-01-24,14-Jan-24,4:49:47 PM,Internet,St Paul,Minnesota,14271,Solved,No
202400958,Enrolled in 2 year contract without consent during routine service call and now facing $200 early termination fee,15-10-24,15-Oct-24,7:48:24 AM,Internet,Colorado Springs,Colorado,66718,Closed,No
202400959,Customer service representative disconnected call 3 times when asking about promotional rate that expired without notice,5/2/2024,5-Feb-24,3:02:51 PM,Internet,Austin,Texas,98094,Open,No
202400960,Attempted to cancel service online but system requires in-person visit to Xfinity store located 40 miles away,26-06-24,26-Jun-24,4:13:41 PM,Internet,Oakland,California,37675,Pending,No
202400961,Bally Sports regional channel removed from package without notification affecting ability to watch local team games,20-09-24,20-Sep-24,11:47:11 AM,Internet,Ann Arbor,Michigan,48257,Open,No
202400962,Promotional rate of $49.99 increased to $94.99 after 12 months despite being told rate locked for 24 months,25-08-24,25-Aug-24,12:41:10 AM,Internet,Tampa,Florida,84359,Pending,No
202400963,Attempted to cancel service online but system requires in-person visit to Xfinity store located 40 miles away,11/5/2024,11-May-24,5:02:09 AM,Internet,Minneapolis,Minnesota,12800,Solved,No
202400964,Attempted to cancel service online but system requires in-person visit to Xfinity store located 40 miles away,25-11-24,25-Nov-24,1:50:47 AM,Internet,Dallas,Texas,23288,Pending,No
202400965,Upgraded to WiFi 6 router but experiencing worse performance than previous router with frequent device disconnections,13-04-24,13-Apr-24,10:53:42 PM,Internet,Denver,Colorado,73703,Solved,No
202400966,Paying for 800 Mbps internet speed but speed tests consistently show only 200-300 Mbps during peak evening hours,27-08-24,27-Aug-24,10:36:14 PM,Internet,St Paul,Minnesota,76706,Solved,No
202400967,Data usage showing 2.5TB monthly but household only streams 2-3 hours daily and no gaming or large downloads,3/4/2024,3-Apr-24,10:41:05 PM,Internet,Ann Arbor,Michigan,14458,Solved,No
202400968,AI chatbot unable to resolve billing issue after 45 minutes and cannot transfer to human customer service representative,10/7/2024,10-Jul-24,5:28:44 PM,Internet,Dallas,Texas,39344,Closed,No
202400969,Monthly bill increased from $79.99 to $119.99 without any notification or explanation provided by company,8/11/2024,8-Nov-24,8:12:56 PM,Internet,Oakland,California,46005,Solved,No
202400970,Internet service experiencing daily outages between 2-4 PM for past 3 months with no resolution from technical support,3/1/2024,3-Jan-24,10:15:26 AM,Customer Care Call,Tacoma,Washington,84967,Pending,No
202400971,Xfinity mobile app not allowing bill payment for past week and phone support has 90 minute hold time,1/7/2024,1-Jul-24,9:24:58 PM,Internet,Spokane,Washington,40752,Pending,No
202400972,Customer service representative disconnected call 3 times when asking about promotional rate that expired without notice,23-12-24,23-Dec-24,4:12:12 PM,Internet,Savannah,Georgia,99956,Open,No
202400973,Bally Sports regional channel removed from package without notification affecting ability to watch local team games,11/5/2024,11-May-24,8:23:25 AM,Customer Care Call,Atlanta,Georgia,96625,Solved,No
202400974,Smart home devices including Ring doorbell and Nest thermostat disconnecting from WiFi 6-8 times daily,17-03-24,17-Mar-24,4:01:08 AM,Internet,Los Angeles,California,68075,Closed,No
202400975,Bally Sports regional channel removed from package without notification affecting ability to watch local team games,26-11-24,26-Nov-24,10:28:20 PM,Internet,Ann Arbor,Michigan,83650,Solved,No
202400976,Upgraded to WiFi 6 router but experiencing worse performance than previous router with frequent device disconnections,10/11/2024,10-Nov-24,4:58:08 PM,Internet,Denver,Colorado,95505,Closed,No
202400977,AI chatbot unable to resolve billing issue after 45 minutes and cannot transfer to human customer service representative,1/7/2024,1-Jul-24,5:25:22 PM,Internet,Seattle,Washington,68430,Solved,No
202400978,Automatic payment withdrawn twice in same month resulting in overdraft fees but Comcast refuses to reimburse bank charges,22-02-24,22-Feb-24,11:31:47 AM,Internet,Miami,Florida,45271,Pending,No
202400979,Fiber internet not available at address despite being available at properties 2 blocks away in same neighborhood,3/10/2024,3-Oct-24,7:55:01 AM,Internet,Denver,Colorado,18541,Closed,No
202400980,AI chatbot unable to resolve billing issue after 45 minutes and cannot transfer to human customer service representative,25-07-24,25-Jul-24,1:55:09 PM,Internet,Detroit,Michigan,65998,Closed,No
202400981,Retention specialist offered discount but then called back to say offer was mistake and will not honor agreement,11/8/2024,11-Aug-24,10:45:21 AM,Internet,Tacoma,Washington,90590,Open,No
202400982,Xfinity mobile app not allowing bill payment for past week and phone support has 90 minute hold time,19-06-24,19-Jun-24,12:33:58 AM,Customer Care Call,Boulder,Colorado,86562,Closed,No
202400983,Monthly bill increased from $79.99 to $119.99 without any notification or explanation provided by company,3/7/2024,3-Jul-24,1:31:29 AM,Internet,Boulder,Colorado,15029,Pending,No
202400984,Data usage showing 2.5TB monthly but household only streams 2-3 hours daily and no gaming or large downloads,28-01-24,28-Jan-24,7:08:58 PM,Internet,Dallas,Texas,78440,Pending,Yes
202400985,Paying for 800 Mbps internet speed but speed tests consistently show only 200-300 Mbps during peak evening hours,2/9/2024,2-Sep-24,4:50:15 PM,Customer Care Call,Orlando,Florida,11611,Solved,No
202400986,Retention specialist offered discount but then called back to say offer was mistake and will not honor agreement,15-01-24,15-Jan-24,4:41:51 AM,Internet,Sacramento,California,65825,Closed,No
202400987,Loyal customer for 22 years but retention department refuses to provide competitive rate offered to new customers,10/7/2024,10-Jul-24,5:36:00 PM,Internet,Naperville,Illinois,25023,Open,Yes
202400988,Collections notice received for $180 without any prior billing statement or notification of outstanding balance,24-02-24,24-Feb-24,1:24:57 PM,Internet,Tampa,Florida,97959,Solved,No
202400989,Retention specialist offered discount but then called back to say offer was mistake and will not honor agreement,3/8/2024,3-Aug-24,7:00:36 PM,Internet,Spokane,Washington,93366,Pending,No
202400990,Equipment rental fee of $15 per month still being charged 3 months after returning modem to Xfinity store with receipt,10/11/2024,10-Nov-24,11:17:54 AM,Internet,Tampa,Florida,31026,Pending,No
202400991,Reached maximum credit limit of $50 for outages despite experiencing 15+ service interruptions in past 2 months,21-04-24,21-Apr-24,1:48:50 AM,Internet,Grand Rapids,Michigan,25983,Solved,No
202400992,Loyal customer for 22 years but retention department refuses to provide competitive rate offered to new customers,22-02-24,22-Feb-24,7:25:48 PM,Customer Care Call,St Paul,Minnesota,40124,Open,Yes
202400993,Monthly bill increased from $79.99 to $119.99 without any notification or explanation provided by company,19-07-24,19-Jul-24,10:07:42 PM,Internet,Chicago,Illinois,51530,Pending,No
202400994,Automatic payment withdrawn twice in same month resulting in overdraft fees but Comcast refuses to reimburse bank charges,4/9/2024,4-Sep-24,11:04:14 AM,Internet,Ann Arbor,Michigan,19286,Solved,No
202400995,Enrolled in 2 year contract without consent during routine service call and now facing $200 early termination fee,20-01-24,20-Jan-24,8:18:58 AM,Internet,Philadelphia,Pennsylvania,37949,Pending,No
202400996,Monthly bill increased from $79.99 to $119.99 without any notification or explanation provided by company,7/1/2024,7-Jan-24,1:20:16 PM,Internet,Naperville,Illinois,81856,Closed,No
202400997,Bally Sports regional channel removed from package without notification affecting ability to watch local team games,10/9/2024,10-Sep-24,11:26:03 AM,Internet,Tacoma,Washington,38381,Pending,No
202400998,Enrolled in 2 year contract without consent during routine service call and now facing $200 early termination fee,10/6/2024,10-Jun-24,5:51:47 AM,Internet,St Paul,Minnesota,82821,Pending,No
202400999,Automatic payment withdrawn twice in same month resulting in overdraft fees but Comcast refuses to reimburse bank charges,12/4/2024,12-Apr-24,8:38:55 AM,Internet,Ann Arbor,Michigan,71180,Pending,No
202401000,Collections notice received for $180 without any prior billing statement or notification of outstanding balance,13-05-24,13-May-24,4:55:36 PM,Internet,Atlanta,Georgia,55038,Pending,No
202401001,Charged $100 installation fee despite online advertisement showing free professional installation for new customers,27-01-24,27-Jan-24,11:31:35 PM,Internet,Pittsburgh,Pennsylvania,21110,Solved,No
202401002,AI chatbot unable to resolve billing issue after 45 minutes and cannot transfer to human customer service representative,19-08-24,19-Aug-24,12:49:55 PM,Internet,Ann Arbor,Michigan,22593,Solved,No
202401003,Loyal customer for 22 years but retention department refuses to provide competitive rate offered to new customers,13-09-24,13-Sep-24,1:55:29 PM,Internet,Detroit,Michigan,60426,Solved,No
202401004,Enrolled in 2 year contract without consent during routine service call and now facing $200 early termination fee,14-03-24,14-Mar-24,8:00:06 AM,Internet,Atlanta,Georgia,64185,Closed,No
202401005,Customer service representative disconnected call 3 times when asking about promotional rate that expired without notice,9/10/2024,9-Oct-24,4:51:00 AM,Internet,St Paul,Minnesota,69488,Pending,No
202401006,Monthly bill increased from $79.99 to $119.99 without any notification or explanation provided by company,3/1/2024,3-Jan-24,12:16:06 AM,Internet,Philadelphia,Pennsylvania,99998,Pending,No
202401007,Smart home devices including Ring doorbell and Nest thermostat disconnecting from WiFi 6-8 times daily,12/6/2024,12-Jun-24,3:53:07 AM,Internet,Grand Rapids,Michigan,61439,Solved,No
202401008,AI chatbot unable to resolve billing issue after 45 minutes and cannot transfer to human customer service representative,23-07-24,23-Jul-24,5:06:22 PM,Internet,Fort Lauderdale,Florida,79802,Solved,No
202401009,AI chatbot unable to resolve billing issue after 45 minutes and cannot transfer to human customer service representative,22-02-24,22-Feb-24,11:52:25 PM,Internet,Colorado Springs,Colorado,91682,Pending,Yes
202401010,Promotional rate of $49.99 increased to $94.99 after 12 months despite being told rate locked for 24 months,1/2/2024,1-Feb-24,1:40:36 AM,Internet,Tacoma,Washington,63134,Closed,No
202401011,Xfinity mobile app not allowing bill payment for past week and phone support has 90 minute hold time,12/10/2024,12-Oct-24,11:07:25 PM,Customer Care Call,Colorado Springs,Colorado,34823,Pending,Yes
202401012,Charged $100 installation fee despite online advertisement showing free professional installation for new customers,16-03-24,16-Mar-24,6:46:09 AM,Internet,Augusta,Georgia,13671,Solved,No
202401013,Fiber internet not available at address despite being available at properties 2 blocks away in same neighborhood,7/10/2024,7-Oct-24,2:49:13 AM,Internet,San Antonio,Texas,81396,Closed,No
202401014,Streaming quality poor on Netflix and YouTube during evenings suggesting possible throttling or bandwidth management,5/8/2024,5-Aug-24,10:44:12 PM,Customer Care Call,Pittsburgh,Pennsylvania,25633,Pending,No
202401015,Streaming quality poor on Netflix and YouTube during evenings suggesting possible throttling or bandwidth management,5/12/2024,5-Dec-24,12:32:00 PM,Internet,Boulder,Colorado,89333,Closed,No
202401016,Data usage showing 2.5TB monthly but household only streams 2-3 hours daily and no gaming or large downloads,26-09-24,26-Sep-24,3:11:22 AM,Customer Care Call,Denver,Colorado,92575,Closed,No
202401017,Internet service experiencing daily outages between 2-4 PM for past 3 months with no resolution from technical support,6/11/2024,6-Nov-24,12:11:33 AM,Internet,San Antonio,Texas,99969,Solved,No
202401018,Upgraded to WiFi 6 router but experiencing worse performance than previous router with frequent device disconnections,3/10/2024,3-Oct-24,8:12:38 AM,Internet,Ann Arbor,Michigan,72102,Closed,No
202401019,Fiber internet not available at address despite being available at properties 2 blocks away in same neighborhood,12/5/2024,12-May-24,2:26:18 AM,Internet,Detroit,Michigan,38141,Solved,No
202401020,Enrolled in 2 year contract without consent during routine service call and now facing $200 early termination fee,10/10/2024,10-Oct-24,7:41:34 AM,Internet,Chicago,Illinois,96394,Closed,No
202401021,Equipment rental fee of $15 per month still being charged 3 months after returning modem to Xfinity store with receipt,20-04-24,20-Apr-24,2:36:13 AM,Internet,Orlando,Florida,27239,Pending,No
202401022,Technician appointment scheduled between 8AM-12PM but no show and received text at 1PM saying rescheduled for next week,3/9/2024,3-Sep-24,8:46:38 AM,Internet,Allentown,Pennsylvania,97960,Pending,No
202401023,Paying for 800 Mbps internet speed but speed tests consistently show only 200-300 Mbps during peak evening hours,5/10/2024,5-Oct-24,10:01:26 PM,Customer Care Call,San Antonio,Texas,84201,Open,No
202401024,Fiber internet not available at address despite being available at properties 2 blocks away in same neighborhood,14-03-24,14-Mar-24,10:23:57 PM,Internet,Houston,Texas,37817,Closed,No
202401025,Fiber internet not available at address despite being available at properties 2 blocks away in same neighborhood,2/2/2024,2-Feb-24,5:09:13 AM,Customer Care Call,Pittsburgh,Pennsylvania,11865,Solved,No
202401026,Technician appointment scheduled between 8AM-12PM but no show and received text at 1PM saying rescheduled for next week,4/10/2024,4-Oct-24,11:18:15 AM,Internet,Philadelphia,Pennsylvania,66113,Closed,Yes
202401027,Technician appointment scheduled between 8AM-12PM but no show and received text at 1PM saying rescheduled for next week,25-10-24,25-Oct-24,10:13:45 AM,Internet,Houston,Texas,60577,Pending,No
202401028,AI chatbot unable to resolve billing issue after 45 minutes and cannot transfer to human customer service representative,8/6/2024,8-Jun-24,5:25:27 AM,Internet,Spokane,Washington,26893,Solved,No
